timestamps,A4Benchmark-TS1,A4Benchmark-TS2,A4Benchmark-TS3,A4Benchmark-TS4,A4Benchmark-TS5,A4Benchmark-TS6,A4Benchmark-TS7,A4Benchmark-TS8,A4Benchmark-TS9,A4Benchmark-TS10,A4Benchmark-TS11,A4Benchmark-TS12,A4Benchmark-TS13,A4Benchmark-TS14,A4Benchmark-TS15,A4Benchmark-TS16,A4Benchmark-TS17,A4Benchmark-TS18,A4Benchmark-TS19,A4Benchmark-TS20,A4Benchmark-TS21,A4Benchmark-TS22,A4Benchmark-TS23,A4Benchmark-TS24,A4Benchmark-TS25,A4Benchmark-TS26,A4Benchmark-TS27,A4Benchmark-TS28,A4Benchmark-TS29,A4Benchmark-TS30,A4Benchmark-TS31,A4Benchmark-TS32,A4Benchmark-TS33,A4Benchmark-TS34,A4Benchmark-TS35,A4Benchmark-TS36,A4Benchmark-TS37,A4Benchmark-TS38,A4Benchmark-TS39,A4Benchmark-TS40,A4Benchmark-TS41,A4Benchmark-TS42,A4Benchmark-TS43,A4Benchmark-TS44,A4Benchmark-TS45,A4Benchmark-TS46,A4Benchmark-TS47,A4Benchmark-TS48,A4Benchmark-TS49,A4Benchmark-TS50,A4Benchmark-TS51,A4Benchmark-TS52,A4Benchmark-TS53,A4Benchmark-TS54,A4Benchmark-TS55,A4Benchmark-TS56,A4Benchmark-TS57,A4Benchmark-TS58,A4Benchmark-TS59,A4Benchmark-TS60,A4Benchmark-TS61,A4Benchmark-TS62,A4Benchmark-TS63,A4Benchmark-TS64,A4Benchmark-TS65,A4Benchmark-TS66,A4Benchmark-TS67,A4Benchmark-TS68,A4Benchmark-TS69,A4Benchmark-TS70,A4Benchmark-TS71,A4Benchmark-TS72,A4Benchmark-TS73,A4Benchmark-TS74,A4Benchmark-TS75,A4Benchmark-TS76,A4Benchmark-TS77,A4Benchmark-TS78,A4Benchmark-TS79,A4Benchmark-TS80,A4Benchmark-TS81,A4Benchmark-TS82,A4Benchmark-TS83,A4Benchmark-TS84,A4Benchmark-TS85,A4Benchmark-TS86,A4Benchmark-TS87,A4Benchmark-TS88,A4Benchmark-TS89,A4Benchmark-TS90,A4Benchmark-TS91,A4Benchmark-TS92,A4Benchmark-TS93,A4Benchmark-TS94,A4Benchmark-TS95,A4Benchmark-TS96,A4Benchmark-TS97,A4Benchmark-TS98,A4Benchmark-TS99,A4Benchmark-TS100
1416722400.0,0.019031903271268934,0.03596105665847879,0.7757457277176524,0.1663408509038434,0.5890047503757061,0.4968827128177644,0.7088169559483232,0.6833489439528292,0.6430436422566878,0.8052447269619443,0.052422917507950674,0.6344136315209534,0.20079664038814096,0.6200582186446817,0.41599294488469946,0.37948860398636275,0.382876890715391,0.6943869302447406,0.2984587595824843,0.38593524406198076,0.07308421794383474,0.6487364760233021,0.6016542911413746,0.6853982154531798,0.1689383345975359,0.4318892201606413,0.4780643773846489,0.46374802442898894,0.20759507851895634,0.16828094150408013,0.2676908199601191,0.5594597628095468,0.12555912660748203,0.4319603790477423,0.5552773377640041,0.746585250111064,0.312478065350144,0.7436771827735468,0.26159666517426083,0.37982118419458405,0.29946315539672846,0.01405587410708972,0.533696729431623,0.7510900327249276,0.465779188621633,0.7199620452844647,0.7178738013044275,0.5324313179396349,0.9165946885524193,0.5553807274171833,0.4395941277441717,0.3811442599750252,0.45594380399760015,0.10923119900929834,0.3047322682361262,0.5860604300172916,0.49130720345590845,0.35808252085253606,0.2536207727891829,0.6937891599572189,0.47742336660570617,0.5280600206925185,0.07882740714983007,0.7784578887064676,0.4605148637504542,0.36458287404948153,0.79140818336619,0.2409655164855668,0.3704353834758246,0.4819786906149028,0.21449403594501143,0.3400252767852848,0.293146978422772,0.6485174513684728,0.6258963886434227,0.43853937769254375,0.3249094550790094,0.6065693202136883,0.3211726004992592,0.38608881412075574,0.2720547058847095,0.35013618584376066,0.5016674169686486,0.8269205903245508,0.48660337037618573,0.3702625359774456,0.28210526646862005,0.8572281808345573,0.6273502352874041,0.22647607412014245,0.8538657054857776,0.9392533175259161,0.5735962893812316,0.5443621806319185,0.23143726478216187,0.15582455599854228,0.7356475638099669,0.13698365410358102,0.4500496592630567,0.7667729801247366
1416726000.0,0.05433727011203332,0.06755445869454693,0.8514066688632398,0.21561641932315587,0.7465633299155496,0.6605601263143459,0.7689056662463757,0.6973946510959059,0.7025086328391421,0.8216854913834329,0.09786450242010927,0.660183675133554,0.2785029291599825,0.6912762104383112,0.582181359107057,0.4830512554178269,0.8323885984128373,0.7788360835942634,0.3626449687789337,0.5175704173399479,0.10617424158266761,0.7315172759794084,0.6878469408024886,0.7684624956644408,0.2143084891477255,0.45000742178486136,0.6042307707809605,0.5274419411039231,0.2998017410756998,0.25188029070395335,0.36058004972874075,0.5826735691036493,0.18381934069773104,0.5373168050022269,0.5923231453395007,0.8503069787733689,0.3356116370558128,0.76435299592043,0.2972728142453215,0.39308661153283897,0.35592988515496116,0.03278878412110237,0.6564296809876446,0.7671818067313537,0.5168997880885361,0.7580686326291302,0.8095700916568886,0.6144526023677208,0.9467535356498351,0.561042578748276,0.567124243312259,0.4965980261481953,0.568933625275564,0.1586657187413341,0.47506330811224773,0.6639264639060508,0.5248367867608673,0.6513012399072778,0.41618715350862634,0.7837799417769792,0.5095391422342447,0.611077216793517,0.11334262832102074,0.8704627127218779,0.5475863118855646,0.39920924279005016,0.8536056229511306,0.3448973860091634,0.5875624701021178,0.5384479694822156,0.2191721344756197,0.3709126854317275,0.39978464075445175,0.7543130651374321,0.724324982102866,0.5583356122825596,0.48854222269354897,0.6678109351190568,0.4981687279754007,0.5418504871225777,0.37296718136731766,0.4563163950733895,0.5412587079198724,0.8657372342627985,0.5784056543319505,0.380247740923273,0.38449372037105894,0.8758217262390477,0.7663347654294481,0.28002448797400364,0.9279032892998417,0.9664549491011291,0.694041725382034,0.6579636250681633,0.32026788396112177,0.24267332459599522,0.7722022661967407,0.1777839106346238,0.47358734792519386,0.8282488422087486
1416729600.0,0.06033026865132929,0.08576730836685359,0.9012562779275373,0.29105033228296595,0.8674430042060968,0.8334341675495931,0.8787794211750717,0.708656112791404,0.7549614934685573,0.8469033070396876,0.13473625325636943,0.7022982376912884,0.2978391662121956,0.7190951652409194,0.749719351807727,0.5729856024485626,0.5468839692267908,0.8145396239834631,0.4200581662881203,0.572602473198864,0.14333536243844497,0.7971650757362638,0.7460621811479271,0.9022298805055498,0.2672199932925329,0.4815276536499362,0.653911736813693,0.5871931737134617,0.3429456208352023,0.25387776635165155,0.43455702894099835,0.601988311372046,0.21790020172059338,0.629636238465002,0.6315868678926349,0.8836758279139877,0.3547847791785925,0.7640069961217129,0.36362591994521387,0.3941524282835451,0.4120081582016679,0.048110918388834155,0.7720282581597921,0.7856112691512791,0.5646539884692646,0.8365008451785906,0.8630880056238065,0.6542253846385062,0.9840298582805007,0.5664521611550097,0.6411462779983881,0.5808616902527328,0.6626187632935854,0.19919611266789178,0.5127167022955057,0.6845151293933569,0.7484707957803511,0.6196561289192668,0.4201876026239224,0.8743743166311626,0.783395283822786,0.5869698546394531,0.1405816349041534,0.9419380607639165,0.6214202835358403,0.43748111634006287,0.9187541680472306,0.40306323642509756,0.6517192190367471,0.675113232119686,0.23205212142721365,0.38992477785663787,0.47231542987195396,0.8386114547840592,0.8147210364901414,0.5632391886462503,0.48415248340607486,0.6795869852137725,0.4540991148607565,0.6254600493647815,0.42741655882704177,0.5364588823589233,0.570468517031237,0.8951580674348047,0.5494252204989911,0.4042361953535015,0.4666005066351066,0.9173603728422988,0.7715837573538893,0.3471811303987099,0.945845142402839,0.9756717067790108,0.7680913477371174,0.723382529860022,0.4009476210117529,0.28868034526282915,0.8094666341510991,0.2093158468313462,0.4857758620679546,0.8767138092259016
1416733200.0,0.05939991396266517,0.09943951128012601,0.9388102235149203,0.3272081266884632,0.891059955424696,0.8409537790228385,0.8883134005813647,0.717635234509679,0.8019883439989445,0.9002974552709714,0.1469371737536878,0.7126120523329459,0.3131737992093757,0.7383915768539437,0.653643955050813,0.603037962362097,0.6061999595300879,0.909060677357804,0.44145518582157434,0.6466392460640019,0.16340683763045938,0.8304347108533904,0.7747552983687086,0.9441460842950711,0.32661208495255,0.48978947791026445,0.6991008271481678,0.5783655165808685,0.3786845500664465,0.3213475034528802,0.4753221289815438,0.6038533495365588,0.23190300075319223,0.6049293303630756,0.6654000489044796,0.9395475118406186,0.3666534243434982,0.7737223356772793,0.3833156781056647,0.40060273680877156,0.4539111072464873,0.054037532623471544,0.7918676138140224,0.7927868577921646,0.5848239226183852,0.8625262569058664,0.9316407340778212,0.6528722621114812,0.97433140921662,0.5709903714107629,0.6540474202263368,0.5877725714962951,0.6710747312650438,0.22179868866885807,0.5227263842706819,0.7145599800388591,0.7243841458324237,0.6459011272610798,0.4962956783754675,0.9181270787458047,0.7258740477416464,0.6574048185368573,0.1625555774679624,0.9693647444874158,0.6625346754472977,0.4520889371033589,0.9542144405970413,0.4390844192622056,0.6844208619189227,0.729421277262092,0.2230803775293117,0.3984629171246505,0.5256302676969071,0.8864513006797392,0.8325698428796042,0.5713116668016245,0.512058606571878,0.7249663922955515,0.4803204449628693,0.6408089828697736,0.4771648620779105,0.5959519691770957,0.5841252764315354,0.9068179113787362,0.6041827270733239,0.4479341045515324,0.5071560431277724,0.9176750607533465,0.8145550300396331,0.37076330962049187,0.9543162726297914,1.0,0.7799137343442861,0.76806349996867,0.46111130540773887,0.3286881473448785,0.859135985665365,0.22258642893796995,0.48380514706974026,0.9006800544688668
1416736800.0,0.05728364487886062,0.09682797061152995,0.9363551041437076,0.3379433732702148,0.89986359448247,0.8779667129304584,0.8268756617390142,0.7139577028184063,0.7607203264047069,0.8692117373546073,0.1518724722775383,0.7278762513289204,0.3377812210938139,0.72903942749833,0.5906381170470759,0.5949992649765206,0.6264539716702239,0.8708208783051017,0.44948174704634203,0.6540132317130568,0.16381135357871257,0.8278625610376985,0.787736955114875,0.9878976067965991,0.36607201572672265,0.4939575410454865,0.7388491582434746,0.6909108980224798,0.4090006510810637,0.30560771993046143,0.4750813570805068,0.6000978332494615,0.234738403702521,0.6252623322213912,0.6750363213641372,0.9187264621270209,0.36831672357643025,0.7689856177147922,0.38408045928140677,0.40734465294124034,0.3636846331309587,0.05283059741034015,0.7960864651879829,0.8019749118555917,0.5765247766623762,0.9242335741564047,0.8984618657357426,0.666734367193365,0.9950545169878183,0.5720701247962584,0.6945698373748372,0.6035026832705253,0.6565234692776429,0.23011143065763584,0.6016233794434991,0.6903126377305531,0.7853308904029155,0.663071758600635,0.46382359253828914,0.9146761740091008,0.7834142974853562,0.7155090496572767,0.1604081670043265,0.9637659937736954,0.6794557022992288,0.46007985328961654,0.9315615651003901,0.45369426753972275,0.6555417956087948,0.6723919836432221,0.23345355305827792,0.4101366862757027,0.4839720096287814,0.8904535574926465,0.8848034855822062,0.5665390675121513,0.5390074987577202,0.7214618417454284,0.49576186569100017,0.6998087216455019,0.46723673133417987,0.59398221275485,0.5894701752325701,0.9091830156849005,0.6140459769475914,0.41234308939196285,0.5139539036013386,0.9195404996251376,0.8747588360325446,0.39312082948643595,0.9383539446539332,0.9805860983020113,0.736898451686187,0.7732309471646563,0.4534577631768308,0.3372885097031758,0.8379291794426649,0.24270278272955056,0.5032878820374711,0.911559353996089
1416740400.0,0.05482492742847092,0.09103140076492566,0.911874018911913,0.29179850264881474,0.8407713591183441,0.8007117217221229,0.8333607306212916,0.7084165856396095,0.7292051588458245,0.8708712615174505,0.12780983144418845,0.6928204215593021,0.31546896682207237,0.7241015117742584,0.6652315596136933,0.5570132010363864,0.5375462269190545,0.8712597382467178,0.4320578766768328,0.6101114304222826,0.1463868476011963,0.7913022272466805,0.7501687078721408,0.9147481422716749,0.2511247190204209,0.48921180816966325,0.6696027290670499,0.6391827475071126,0.3651483620683559,0.30696663677125513,0.44147145726203446,0.6005790201252577,0.25401649569987905,0.6358384691085945,0.6469819188927094,0.8597060096017286,0.3568938873334419,0.7681761080398957,0.3645075602124655,0.39326918138855627,0.4507485518666627,0.045007932845272235,0.693154648803614,0.7884030405092078,0.5709127897426247,0.8387879264779914,0.859906712268969,0.6491972220515085,0.974463519548879,0.5735648662346148,0.6066585889821254,0.5748305579083988,0.6472673787144206,0.21069337590459444,0.4749099333404238,0.6818916165350134,0.768013186501613,0.5541827499505491,0.41822174949200785,0.889374252728959,0.6974695412327496,0.7014450425859572,0.15024913140804314,0.9406088103587746,0.6537543283432141,0.4384275004599084,0.9253899622429452,0.4091476587873082,0.6496256792059617,0.5488203999312862,0.2216531496291792,0.3979569903339775,0.4010101193451165,0.8449770277304439,0.7759950701189239,0.5578501320541308,0.47786644732826833,0.711679799123105,0.4804030782916051,0.652037320113633,0.4430507709971576,0.5561833770256837,0.5762591033777285,0.8903007547101586,0.647320293319193,0.42687661259540366,0.47806543131536305,0.8872624083490929,0.8197765141939167,0.3620395972771492,0.9502031550561336,0.9858061582809724,0.737013365073383,0.7595934987733373,0.4165528385200383,0.3200456013431684,0.837809195604546,0.19936332627397596,0.48343250719388614,0.8848364628029963
1416744000.0,0.041976974277116746,0.06884138793888234,0.8678520739938198,0.2798350725956602,0.7330694183950283,0.7252430424489815,0.7536426000616674,0.6962320411946499,0.7185096698058223,0.8443010666904212,0.094413101751603,0.6568653148993698,0.27379872562841245,0.6923335135212623,0.5411306435925245,0.4739763607179503,0.5184132438518224,0.7757776108997547,0.38800985771356855,0.5537469837901365,0.12698890042048244,0.73521380849712,0.7013796196583588,0.7483589743960469,0.2734620146399282,0.47035944090559884,0.6201230566971248,0.5457624297377729,0.08787400690915842,0.22480151585449665,0.380726105980722,0.5881336585863935,0.19794139353574697,0.5189517118627408,0.6168243980908845,0.8174214327068416,0.3454984946058046,0.763171660072558,0.30123234272070076,0.3817104178773294,0.3040913919849873,0.034028301735748105,0.6108537290589567,0.7792331878111856,0.5338268971876707,0.8210195714095593,0.8140960028203816,0.6031729039001233,0.9511077311941789,0.5609619537897236,0.490048728675915,0.50781686428382,0.6079368372255914,0.18739501785340024,0.5061849836292558,0.6649537085398562,0.644050658138257,0.5940931711573872,0.32678809354441274,0.8391596764579723,0.5459456165785666,0.63840889719964,0.13392519259390595,0.880051962512335,0.6018599859278267,0.4207630871361017,0.8815539904411569,0.38330623056059016,0.5182591078882168,0.5689389462473067,0.21803870573149153,0.38112007831750494,0.37827738471795064,0.7653335826290802,0.7721419290967979,0.5548725852561122,0.4874310611663434,0.6567935426673089,0.4335313450585434,0.5812404832751152,0.39093899252743924,0.5132472949854443,0.5548288127172039,0.8643034590081117,0.5666887243781887,0.399938697241375,0.4274150107276181,0.8815615084581401,0.7623562197359831,0.3044440302791862,0.9155572857525702,0.963594897055907,0.7506947656260692,0.6953481933737349,0.36472926428968977,0.28729098225919736,0.7549522775141995,0.16731859448304484,0.465336613802153,0.8620464081738175
1416747600.0,0.027399422061575446,0.05165007174718929,0.8107460708552776,0.23226896698911467,0.6225161201264988,0.5517968893512137,0.71376366783953,0.6854667199399984,0.716579264832118,0.7965476177747824,0.06183807400061851,0.628215419572767,0.2398765429744393,0.6400283826075809,0.4973284552814305,0.4179726236011423,0.41866804484726294,0.7261751970579782,0.35375777247006746,0.4894071018143609,0.10140511374791802,0.678785779790849,0.6511699046176372,0.6640646580763819,0.22994631750001412,0.4495240339681033,0.5308687512727824,0.5100675740698487,0.2886320251027926,0.19523028912370133,0.31360428523289124,0.5782951737024528,0.18256075930107518,0.4205094205138482,0.5846363067981336,0.7629818927397017,0.3247451473872162,0.7467358764206581,0.27510070984790647,0.37943193153481963,0.30417323282621705,0.021121973235731395,0.5348623556730842,0.7602432774575694,0.5018239193612194,0.7431336440798019,0.7366671645211106,0.576875057633061,0.9146150830319935,0.5529897884612378,0.3663615363798212,0.46550909778593036,0.5374734099348936,0.14425760809784757,0.3282607107330477,0.647838081473087,0.5735954125601155,0.5072796126621459,0.23675670214089234,0.7566080252565696,0.4907407137353695,0.5176701186542911,0.10662828523974413,0.8143228717350335,0.5280998650957267,0.38443773184441865,0.8149576456946097,0.3277532804076382,0.5289489564444684,0.4977208122233306,0.21861970382587428,0.36679575567801453,0.3289644959126228,0.7052111435725972,0.6670604693362894,0.5330793744623126,0.3658200841965313,0.6278980660585921,0.3593846475076634,0.5170659823540431,0.33021291855858037,0.42754806219255026,0.5279484450221311,0.8411024604930303,0.4668688275439206,0.3739935497505958,0.3557175914845406,0.8537163251205746,0.7175834529671609,0.2491321852092029,0.8992394456628845,0.9422140299228645,0.6773636301312581,0.6432363280676433,0.2780331710470717,0.20964283628047703,0.7078406263918521,0.16413128989588138,0.46683207377593866,0.8170602069379603
1416751200.0,0.020526447968973953,0.03344913445257956,0.7654871725455534,0.19263724613903113,0.5481488120791175,0.5004935074339043,0.6171184131837328,0.6733051699990714,0.662898290756183,0.7702144191434621,0.031097061451706064,0.59181161599536,0.21093515531395962,0.6279577141952752,0.42985395195757947,0.3437274703351744,0.34941738557956586,0.6833069809481529,0.3163893372681218,0.4325977159627004,0.07554843668373303,0.6268105595354482,0.598313451999318,0.5558209791971557,0.17512601136726064,0.4343532944458725,0.46737450731705227,0.2962979007602027,0.22240816719157178,0.20496190676141263,0.2578660181367872,0.5598625934913801,0.1345478926391462,0.06478906767992937,0.56044892744571,0.7218591704866789,0.308837230483612,0.7444116837110911,0.23140307233158344,0.37017185527004476,0.25533531735929055,0.00920191043535131,0.45705593852939186,0.7531727289907325,0.4807377352762866,0.7092543581689061,0.665012575709834,0.5542081883491026,0.9250885332191339,0.5490949870303539,0.3337182870633836,0.39646011035026846,0.4594789133650536,0.12681829657499843,0.2903052399285709,0.6112581043524503,0.5058013810586288,0.36239813111610847,0.14118765457049437,0.7001090303172073,0.40670766086540183,0.5247984333546563,0.0908064378777663,0.7521545933036983,0.46784980043236,0.36646463627395676,0.7735475937210077,0.2649625111258832,0.4242227833862634,0.3411362134070218,0.21109306961926413,0.35546147918586246,0.23097433932467507,0.6216629746151625,0.6593611407584067,0.5150268151157752,0.34206011287180504,0.6098755136829885,0.22467105210666533,0.4716964827392898,0.2519491187765773,0.3737633193605098,0.5083678679631766,0.8126132720842671,0.4415934441956911,0.33610274556308545,0.2983977360601585,0.8307502377629578,0.6815297661022558,0.2355262701969516,0.8857292001442383,0.9407065474374623,0.6328210933257984,0.6219048070538289,0.23396934134283298,0.16801650411391097,0.6864307734215608,0.144622805300074,0.4501070882846357,0.7880045030012457
1416754800.0,0.008379227705433284,0.024221457098731317,0.7479408370242788,0.16710412035035313,0.508926951709837,0.42472941324196506,0.6003568775414336,0.6759693259199048,0.6133554498648645,0.7862436040922616,0.037057128891923835,0.5834609553680574,0.19864176230732072,0.6173418485873238,0.2960455782861843,0.3217022936889126,0.3203965577105459,0.6274198587950774,0.2914117994875789,0.4394229745806129,0.0675953347733652,0.6037465765314969,0.584462783591511,0.5531961740433857,0.13517136631915205,0.42140504174703824,0.4213288784910559,0.420212183862961,0.20234135760918515,0.17541128477525914,0.2280316431144537,0.5573356095449487,0.09135833451449799,0.39606434560284937,0.531635155428298,0.6685638995759967,0.3013538339713073,0.7261052421707372,0.20590881688402746,0.3714596972698726,0.2235584221700173,0.00722344643692398,0.4324431546001461,0.7417228444175521,0.4348884928681389,0.6921961495001617,0.6371395616113953,0.48595216399154767,0.8969973345557243,0.5395570428328467,0.323470630343815,0.3982130557355616,0.46294943189848126,0.09661227772181173,0.17861814234721818,0.5878169892165592,0.4014139745366553,0.3768328220673958,0.14846502718804222,0.6648860489998756,0.4131102187276062,0.4819044117980008,0.07993956287743477,0.7258467157082216,0.42290539418666545,0.34806313251718723,0.7539435749674328,0.234163468168331,0.3077548091554092,0.4044380946344453,0.2086280341833793,0.33528959417427234,0.2746644049664442,0.5904201589864362,0.5865182829056618,0.5068590456725109,0.29345404881572856,0.6212461716780867,0.1510308018674903,0.37104819747086193,0.2535513891592571,0.32478965585152747,0.49806637620559685,0.8061457123427032,0.3835788303460075,0.3490543664342775,0.2696193145181211,0.8130485624664386,0.6431254830548812,0.20467419143499138,0.8902430717207975,0.9263118996708021,0.6134733487672003,0.523215397931456,0.20866761582037513,0.16252005412686021,0.66656063685497,0.09849041759655608,0.4562556319478891,0.7708791671326188
