timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1416722400.0,0.6833489439528292,0,0.0,1.0,0.4968165424136291,0.5,0.5,0.49999999999999994
1416726000.0,0.6973946510959059,0,0.0,1.0,0.47643850255256864,0.53125,0.5161761903189075,0.5023369496422703
1416729600.0,0.708656112791404,0,0.0,1.0,0.46317603615738034,0.5541265877365273,0.53125,0.5046706308491514
1416733200.0,0.717635234509679,0,0.0,1.0,0.48927698982786133,0.5625,0.5441941738241592,0.5069977797564567
1416736800.0,0.7139577028184063,0,0.0,1.0,0.4575939176582865,0.5541265877365275,0.5541265877365275,0.5093151416360109
1416740400.0,0.7084165856396095,0,0.0,1.0,0.4734129948888265,0.53125,0.5603703641430667,0.5116194754476822
1416744000.0,0.6962320411946499,0,0.0,1.0,0.4633581454298908,0.5,0.5625,0.5139075583722696
1416747600.0,0.6854667199399984,0,0.0,1.0,0.47841219842105087,0.46875,0.5603703641430667,0.5161761903189075
1416751200.0,0.6733051699990714,0,0.0,1.0,0.455343152394881,0.4458734122634726,0.5541265877365275,0.5184221984006815
1416754800.0,0.6759693259199048,0,0.0,1.0,0.5378784002441561,0.4375,0.5441941738241592,0.520642441372198
1416758400.0,0.6704842184602173,0,0.0,1.0,0.4756637981266667,0.4458734122634726,0.53125,0.5228338140228996
1416762000.0,0.6784471301591669,0,0.0,1.0,0.5009237555312855,0.46875,0.5161761903189075,0.5249932515199839
1416765600.0,0.6898977103536168,0,0.0,1.0,0.531774325401365,0.5,0.5,0.5271177336948474
1416769200.0,0.6970703325033736,0,0.0,1.0,0.5180304723233499,0.53125,0.48382380968109245,0.5292042892670664
1416772800.0,0.6996573423756016,0,0.0,1.0,0.48733210886708705,0.5541265877365273,0.46875,0.5312499999999999
1416776400.0,0.7007549762392681,0,0.0,1.0,0.4940424540000302,0.5625,0.45580582617584076,0.5332520047822086
1416780000.0,0.6976352187618441,0,0.0,1.0,0.5165476106162332,0.5541265877365275,0.4458734122634726,0.5352075036289763
1416783600.0,0.6851110130464052,0,0.0,1.0,0.490112401834844,0.53125,0.43962963585693327,0.5371137615983438
1416787200.0,0.6749637905317128,0,0.0,1.0,0.5121263472890395,0.5,0.4375,0.5389681126161707
1416790800.0,0.6634089387053598,0,0.0,1.0,0.5092434017365766,0.46875000000000006,0.43962963585693327,0.5407679632048825
1416794400.0,0.658896287024837,0,0.0,1.0,0.5364858223460635,0.4458734122634726,0.4458734122634726,0.5425107961106824
1416798000.0,0.6540758888289856,0,0.0,1.0,0.4936571524224212,0.4375,0.45580582617584076,0.5441941738241592
1416801600.0,0.6592175272335398,0,0.0,1.0,0.48058192358849217,0.44587341226347255,0.46875,0.5458157419893641
1416805200.0,0.6697607135406386,0,0.0,1.0,0.4607795722220612,0.46874999999999994,0.48382380968109234,0.5473732326965907
1416808800.0,0.6906896034118,0,0.0,1.0,0.5132695338462019,0.49999999999999994,0.5,0.5488644676542518
1416812400.0,0.7058601056420645,0,0.0,1.0,0.5057540147426587,0.5312500000000001,0.5161761903189075,0.5502873612354168
1416816000.0,0.7215271355119649,0,0.0,1.0,0.5396719565689817,0.5541265877365273,0.53125,0.5516399233947498
1416819600.0,0.7234739778203302,0,0.0,1.0,0.4936785940535943,0.5625,0.5441941738241592,0.5529202624517677
1416823200.0,0.7261698694439925,0,0.0,1.0,0.5298706984498018,0.5541265877365275,0.5541265877365275,0.5541265877365273
1416826800.0,0.7164159877269131,0,0.0,1.0,0.5031737047557875,0.53125,0.5603703641430667,0.555257212094038
1416830400.0,0.7024616544312361,0,0.0,1.0,0.4761707110709022,0.5000000000000001,0.5625,0.5563105542439011
1416834000.0,0.6908687985994826,0,0.0,1.0,0.48418217716100626,0.46875000000000006,0.5603703641430667,0.5572851409918734
1416837600.0,0.6836794316832541,0,0.0,1.0,0.5146622020036982,0.44587341226347266,0.5541265877365275,0.5581796092902627
1416841200.0,0.6780483278104108,0,0.0,1.0,0.5123672914499345,0.4375,0.5441941738241592,0.5589927081442729
1416844800.0,0.6756381020345951,0,0.0,1.0,0.4840376135259436,0.4458734122634726,0.53125,0.5597233003616338
1416848400.0,0.6810076451908659,0,0.0,1.0,0.484096995849084,0.46875,0.5161761903189075,0.5603703641430666
