timestamp,value,is_anomaly
1,0.7257389036071618,0
2,0.7190680789218087,0
3,0.7086758827048778,0
4,0.6677342512172835,0
5,0.6725842903363368,0
6,0.6422565800656099,0
7,0.6142326082921383,0
8,0.6116384834338964,0
9,0.5955930830143676,0
10,0.5805696521860271,0
11,0.5555692242714554,0
12,0.526710449531799,0
13,0.5084046093713953,0
14,0.5006119631155961,0
15,0.5107556431118446,0
16,0.5146389590651302,0
17,0.5230461983758066,0
18,0.5423277734519916,0
19,0.5754775251693118,0
20,0.6135698732035308,0
21,0.6475265452146424,0
22,0.6765695181468452,0
23,0.68612584537792,0
24,0.6857647135071254,0
25,0.6702420485798346,0
26,0.6550228858414173,0
27,0.6428475927852066,0
28,0.6311347846649089,0
29,0.6175933638266382,0
30,0.596322136495141,0
31,0.5800581806873932,0
32,0.5727816308844722,0
33,0.5614423935794344,0
34,0.5534242128115741,0
35,0.5344823939170876,0
36,0.5143058753575124,0
37,0.4929235892370606,0
38,0.4676337734569286,0
39,0.4947194984829252,0
40,0.502443446291858,0
41,0.5150561660790534,0
42,0.5315804096294294,0
43,0.5641888561262087,0
44,0.6036140465229776,0
45,0.6383804857615514,0
46,0.6656152318726549,0
47,0.6821665252011822,0
48,0.6883488088289604,0
49,0.6849721783646725,0
50,0.6888531899158452,0
51,0.6777500906078273,0
52,0.6664111108779578,0
53,0.6411684069070267,0
54,0.6169766294618588,0
55,0.6138827839120589,0
56,0.6185023290768661,0
57,0.6139687398911082,0
58,0.5977702108325849,0
59,0.5777565223413392,0
60,0.5354940873499557,0
61,0.5069028781505401,0
62,0.5063347870431072,0
63,0.5131184981760448,0
64,0.5192793624196422,0
65,0.527893238620207,0
66,0.5559193303375796,0
67,0.5913141409626215,0
68,0.6392812696432999,0
69,0.6840743018023661,0
70,0.7134466556454564,0
71,0.7295382685863601,0
72,0.705372694003241,0
73,0.7309159184854579,0
74,0.7242586928779102,0
75,0.7230156825637717,0
76,0.7055204897608212,0
77,0.6804105470387158,0
78,0.6486294859867983,0
79,0.6355838114120704,0
80,0.6358315279257405,0
81,0.6285178047631377,0
82,0.6019332237566082,0
83,0.5699886139272206,0
84,0.5402734932407426,0
85,0.5264785894640399,0
86,0.521427339075828,0
87,0.5243679015938264,0
88,0.5277989247258709,0
89,0.544069069742521,0
90,0.5778005823711889,0
91,0.6229791493207233,0
92,0.6649567922492052,0
93,0.6984532974780266,0
94,0.7207464789892071,0
95,0.7323458106166023,0
96,0.6886865174755943,0
97,0.7288626970259457,0
98,0.7248344778588884,0
99,0.7236758001168337,0
100,0.7163589895129971,0
101,0.6920628352023968,0
102,0.6593931316702137,0
103,0.6456682738291233,0
104,0.6453517300867335,0
