timestamp,value,is_anomaly
1,0.0,0
2,0.0038363171355498722,0
3,0.0,0
4,0.0,0
5,0.0,0
6,0.0,0
7,0.0,0
8,0.0,0
9,0.0,0
10,0.00895140664961637,0
11,0.011508951406649617,0
12,0.023017902813299233,0
13,0.016624040920716114,0
14,0.012787723785166242,0
15,0.0038363171355498722,0
16,0.010230179028132993,0
17,0.0038363171355498722,0
18,0.011508951406649617,0
19,0.0,0
20,0.0,0
21,0.0038363171355498722,0
22,0.015345268542199489,0
23,0.011508951406649617,0
24,0.015345268542199489,0
25,0.015345268542199489,0
26,0.01918158567774936,0
27,0.015345268542199489,0
28,0.01918158567774936,0
29,0.012787723785166242,0
30,0.00895140664961637,0
31,0.01790281329923274,0
32,0.015345268542199489,0
33,0.015345268542199489,0
34,0.016624040920716114,0
35,0.010230179028132993,0
36,0.0076726342710997444,0
37,0.014066496163682865,0
38,0.014066496163682865,0
39,0.015345268542199489,0
40,0.01918158567774936,0
41,0.02173913043478261,0
42,0.01790281329923274,0
43,0.015345268542199489,0
44,0.014066496163682865,0
45,0.0076726342710997444,0
46,0.011508951406649617,0
47,0.011508951406649617,0
48,0.015345268542199489,0
49,0.01918158567774936,0
50,0.015345268542199489,0
51,0.023017902813299233,0
52,0.015345268542199489,0
53,0.020460358056265986,0
54,0.0012787723785166241,0
55,0.011508951406649617,0
56,0.015345268542199489,0
57,0.015345268542199489,0
58,0.01790281329923274,0
59,0.015345268542199489,0
60,0.015345268542199489,0
61,0.01918158567774936,0
62,0.015345268542199489,0
63,0.015345268542199489,0
64,0.023017902813299233,0
65,0.010230179028132993,0
66,0.01790281329923274,0
67,0.016624040920716114,0
68,0.016624040920716114,0
69,0.015345268542199489,0
70,0.015345268542199489,0
71,0.015345268542199489,0
72,0.015345268542199489,0
73,0.023017902813299233,0
74,0.012787723785166242,0
75,0.01918158567774936,0
76,0.015345268542199489,0
77,0.014066496163682865,0
78,0.01918158567774936,0
79,0.015345268542199489,0
80,0.012787723785166242,0
81,0.011508951406649617,0
82,0.015345268542199489,0
83,0.011508951406649617,0
84,0.014066496163682865,0
85,0.0076726342710997444,0
86,0.0,0
87,0.011508951406649617,0
88,0.011508951406649617,0
89,0.0,0
90,0.0038363171355498722,0
91,0.0,0
92,0.0038363171355498722,0
93,0.0038363171355498722,0
94,0.0,0
95,0.0,0
96,0.0,0
97,0.0,0
98,0.0,0
99,0.0,0
100,0.0,0
101,0.0076726342710997444,0
102,0.023017902813299233,0
103,0.01790281329923274,0
104,0.015345268542199489,0
105,0.0038363171355498722,0
106,0.01918158567774936,0
107,0.015345268542199489,0
108,0.015345268542199489,0
109,0.015345268542199489,0
110,0.01918158567774936,0
111,0.01918158567774936,0
112,0.01790281329923274,0
113,0.015345268542199489,0
114,0.01918158567774936,0
115,0.01918158567774936,0
116,0.015345268542199489,0
117,0.01918158567774936,0
118,0.011508951406649617,0
119,0.0038363171355498722,0
120,0.0,0
121,0.0,0
122,0.0,0
123,0.0,0
124,0.0076726342710997444,0
125,0.015345268542199489,0
126,0.012787723785166242,0
127,0.01918158567774936,0
128,0.015345268542199489,0
129,0.0076726342710997444,0
130,0.011508951406649617,0
131,0.01790281329923274,0
132,0.030690537084398978,0
133,0.015345268542199489,0
134,0.01918158567774936,0
135,0.012787723785166242,0
136,0.01790281329923274,0
137,0.015345268542199489,0
138,0.01918158567774936,0
139,0.015345268542199489,0
140,0.015345268542199489,0
141,0.011508951406649617,0
142,0.0076726342710997444,0
143,0.015345268542199489,0
144,0.0076726342710997444,0
145,0.015345268542199489,0
146,0.011508951406649617,0
147,0.015345268542199489,0
148,0.02173913043478261,0
149,0.015345268542199489,0
150,0.015345268542199489,0
151,0.01918158567774936,0
152,0.015345268542199489,0
153,0.0076726342710997444,0
154,0.015345268542199489,0
155,0.015345268542199489,0
156,0.01918158567774936,0
157,0.014066496163682865,0
158,0.0076726342710997444,0
159,0.0038363171355498722,0
160,0.015345268542199489,0
161,0.005115089514066497,0
162,0.0038363171355498722,0
163,0.015345268542199489,0
164,0.015345268542199489,0
165,0.014066496163682865,0
166,0.0038363171355498722,0
167,0.015345268542199489,0
168,0.0076726342710997444,0
169,0.0025575447570332483,0
170,0.0,0
