timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1416722400.0,0.024689353368014977,0,0.0,0.0,0.2743228271893532,0.5,0.49999999999999994,0.5
1416726000.0,0.055603724544938476,0,0.0,0.0005955926146515784,0.2845271213434978,0.75,0.6294095225512605,0.5186955971381628
1416729600.0,0.09143094623259973,0,0.0,0.0011911852293031567,0.4615190219785727,0.9330127018922194,0.7499999999999999,0.5373650467932122
1416733200.0,0.09675206964603279,0,0.0,0.0017867778439547351,0.3347354935414919,1.0,0.8535533905932735,0.5559822380516539
1416736800.0,0.13029957767479777,0,0.0,0.0023823704586063135,0.828242220243762,0.9330127018922194,0.933012701892219,0.5745211330880872
1416740400.0,0.07834211599535804,0,0.0,0.002977963073257892,0.1923899489801471,0.75,0.9829629131445341,0.5929558035814573
1416744000.0,0.0795900385201653,0,0.0,0.00357355568790947,0.48287941825975894,0.5000000000000001,0.9999999999999999,0.6112604669781568
1416747600.0,0.049931356966680426,0,0.0,0.004169148302561048,0.3361926029929908,0.25,0.9829629131445341,0.6294095225512607
1416751200.0,0.045525611836315184,0,0.0,0.004764740917212627,0.5235661598991832,0.06698729810778065,0.933012701892219,0.6473775872054521
1416754800.0,0.025071066486832924,0,0.0,0.005360333531864206,0.3515027671916848,0.0,0.8535533905932735,0.6651395309775835
1416758400.0,0.05721939307859515,0,0.0,0.005955926146515783,0.8382967167047979,0.06698729810778065,0.7499999999999999,0.6826705121831975
1416762000.0,0.0435341692320909,0,0.0,0.006551518761167362,0.49963504220365834,0.25,0.6294095225512605,0.6999460121598706
1416765600.0,0.050537837434735465,0,0.0,0.0071471113758189405,0.40184386022149693,0.4999999999999999,0.5,0.716941869558779
1416769200.0,0.08101881106984826,0,0.0,0.007742703990470518,0.6619685761069014,0.75,0.3705904774487394,0.7336343141365306
1416772800.0,0.07412239361733772,0,0.0,0.008338296605122097,0.4274489864871376,0.9330127018922194,0.24999999999999997,0.75
