timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1416722400.0,0.6167558192574367,0,0.0,0.0,0.5729647967640046,0.5,0.5,0.5
1416726000.0,0.699418585783397,0,0.0,0.0,0.46511941537818946,0.75,0.6294095225512601,0.5186955971381628
1416729600.0,0.8372842695027094,0,0.0,0.0,0.615612834564592,0.933012701892219,0.75,0.5373650467932121
1416733200.0,0.8048097061865165,0,0.0,0.0,0.34088907530698476,1.0,0.8535533905932737,0.5559822380516539
1416736800.0,0.8362418627493622,0,0.0,0.0,0.43558958556904226,0.933012701892219,0.933012701892219,0.5745211330880872
1416740400.0,0.8123654893621108,0,0.0,0.0,0.49398557052398234,0.75,0.9829629131445339,0.5929558035814573
1416744000.0,0.7250891937746149,0,0.0,0.0,0.4417369303270392,0.5000000000000001,1.0,0.6112604669781573
1416747600.0,0.6846209346600436,0,0.0,0.0,0.5728621037335873,0.25,0.9829629131445339,0.6294095225512604
1416751200.0,0.6417662892090196,0,0.0,0.0,0.6554138666942296,0.06698729810778109,0.933012701892219,0.6473775872054521
1416754800.0,0.5862141343665295,0,0.0,0.0,0.6018739002892433,0.0,0.8535533905932737,0.6651395309775835
1416758400.0,0.5737244467038503,0,0.0,0.0,0.5723043871997759,0.06698729810778109,0.75,0.6826705121831975
1416762000.0,0.6362353082486574,0,0.0,0.0,0.6841585524902648,0.25,0.6294095225512601,0.6999460121598706
1416765600.0,0.704477843806435,0,0.0,0.0,0.75335738271202,0.4999999999999999,0.5000000000000001,0.7169418695587786
1416769200.0,0.6598873806668168,0,0.0,0.0,0.45182241753451263,0.75,0.37059047744873985,0.7336343141365318
1416772800.0,0.6524383866104798,0,0.0,0.0,0.33416958773189365,0.933012701892219,0.25,0.75
1416776400.0,0.7240577396519687,0,0.0,0.0,0.5818223572159521,1.0,0.14644660940672632,0.7660160382576681
1416780000.0,0.74512665751175,0,0.0,0.0,0.781191604863616,0.9330127018922199,0.06698729810778098,0.7816600290318108
1416783600.0,0.6597485313148798,0,0.0,0.0,0.7253201621976291,0.75,0.01703708685546612,0.7969100927867516
1416787200.0,0.5073397071987674,0,0.0,0.0,0.4901432038729795,0.5000000000000002,0.0,0.8117449009293662
1416790800.0,0.40137482418352033,0,0.0,0.0,0.3784083111187976,0.25,0.01703708685546612,0.8261437056390614
1416794400.0,0.3615729459174367,0,0.0,0.0,0.3866920338807757,0.06698729810778109,0.06698729810778098,0.8400863688854601
1416798000.0,0.3514511920854463,0,0.0,0.0,0.34732764317562226,0.0,0.14644660940672632,0.8535533905932742
1416801600.0,0.39154468507125195,0,0.0,0.0,0.31394564320345486,0.0669872981077802,0.25,0.8665259359149131
1416805200.0,0.6156051982741824,0,0.0,0.0,0.7508534396286068,0.24999999999999917,0.37059047744873885,0.8789858615727273
1416808800.0,0.6435520722562371,0,0.0,0.0,0.46652227481693065,0.4999999999999998,0.4999999999999999,0.8909157412340152
1416812400.0,0.7202311089020756,0,0.0,0.0,0.34264695594646655,0.75,0.6294095225512601,0.9022988898833333
1416816000.0,0.7778718386588064,0,0.0,0.0,0.23334471974648072,0.933012701892219,0.75,0.913119387157997
1416819600.0,0.9049776087316856,0,0.0,0.0,0.4873325478939719,1.0,0.8535533905932737,0.9233620996141426
1416823200.0,0.8536571330437894,0,0.0,0.0,0.31444604670128184,0.9330127018922199,0.933012701892219,0.933012701892219
1416826800.0,0.8692170429326649,0,0.0,0.0,0.5071424109030142,0.75,0.9829629131445339,0.942057696752304
1416830400.0,0.8127862058054282,0,0.0,0.0,0.5611988594705352,0.5000000000000012,1.0,0.9504844339512102
1416834000.0,0.685573141719579,0,0.0,0.0,0.4123431848875059,0.2500000000000009,0.9829629131445339,0.9582811279349888
1416837600.0,0.6660817155030844,0,0.0,0.0,0.577070696762619,0.06698729810778109,0.933012701892219,0.9654368743221027
1416841200.0,0.6392326222421502,0,0.0,0.0,0.6234800221655792,0.0,0.8535533905932737,0.9719416651541832
