timestamp,value,is_anomaly
1416726000,0.12467292496668964,0
1416729600,0.10295450766625619,0
1416733200,0.13657944431785732,0
1416736800,0.14097065489180724,0
1416740400,0.13169412470620775,0
1416744000,0.10368947280731995,0
1416747600,0.11942175935181146,0
1416751200,0.1355048684945749,0
1416754800,0.14566805997991764,0
1416758400,0.19197103251845762,0
1416762000,0.1691260250054816,0
1416765600,0.14756593378720223,0
1416769200,0.14665211804503375,0
1416772800,0.16625825377379277,0
1416776400,0.17099281522746312,0
1416780000,0.17390529429176607,0
1416783600,0.18997535234609644,0
1416787200,0.17512847861406555,0
1416790800,0.20235113132590024,0
1416794400,0.17830141146745862,0
1416798000,0.19997480535219989,0
1416801600,0.21452743498279714,0
1416805200,0.2145510359987928,0
1416808800,0.2300699810642769,0
1416812400,0.2193444903067301,0
1416816000,0.23275531995036197,0
1416819600,0.2464114544900089,0
1416823200,0.21971162223582164,0
1416826800,0.21306221637490086,0
1416830400,0.23911326528883708,0
1416834000,0.23750688941755554,0
1416837600,0.23534137329648536,0
1416841200,0.24014398336687626,0
1416844800,0.23924832981016364,0
1416848400,0.26536634972816264,0
1416852000,0.2751159774360562,0
1416855600,0.27473981890227483,0
1416859200,0.2526890783728446,0
1416862800,0.2831772603491577,0
1416866400,0.25918023422866737,0
1416870000,0.2956565999239152,0
1416873600,0.27681012435387575,0
1416877200,0.26093577021142633,0
1416880800,0.255718438979781,0
1416884400,0.25110240316389926,0
1416888000,0.25375183085514075,0
1416891600,0.24601927741392215,0
1416895200,0.29301679200783554,0
1416898800,0.28792033749522916,0
1416902400,0.27012677695567644,0
1416906000,0.27865460460190017,0
1416909600,0.26763951351443704,0
1416913200,0.3154897325757624,0
1416916800,0.25991159282663734,0
1416920400,0.2720054596211978,0
1416924000,0.27651330540340024,0
1416927600,0.281939005030623,0
1416931200,0.2674413332068929,0
1416934800,0.23129178529470734,0
1416938400,0.24635267726647136,0
1416942000,0.2725540437463566,0
1416945600,0.2646297981335751,0
1416949200,0.24701059175036177,0
1416952800,0.2591696289825188,0
1416956400,0.24519494455106494,0
1416960000,0.261037112859766,0
1416963600,0.23027399191629633,0
1416967200,0.25836257840140153,0
1416970800,0.2537698801933313,0
1416974400,0.24793202219754068,0
1416978000,0.24430775184694425,0
1416981600,0.24541333721402703,0
1416985200,0.22688292977170704,0
1416988800,0.23273583350481775,0
1416992400,0.24280410235516375,0
1416996000,0.246859710131057,0
1416999600,0.22704027469306695,0
1417003200,0.21899104243950313,0
1417006800,0.20176447077032195,0
1417010400,0.18903656318786696,0
1417014000,0.19611445166512784,0
1417017600,0.22717569877163718,0
1417021200,0.21496193390409835,0
1417024800,0.1939880583548919,0
1417028400,0.18636431659734884,0
1417032000,0.18228479767751765,0
1417035600,0.20220433356638756,0
1417039200,0.1762199441079716,0
1417042800,0.19802758181018643,0
1417046400,0.18328120025439454,0
1417050000,0.19002799518677152,0
1417053600,0.1485642607736214,0
1417057200,0.1591716617566658,0
1417060800,0.13956150180641097,0
1417064400,0.1603019359035828,0
1417068000,0.14771795140658922,0
1417071600,0.13640896223351145,0
1417075200,0.16160683089345113,0
1417078800,0.1362456143630597,0
1417082400,0.14491945484341828,0
1417086000,0.13686465800690778,0
1417089600,0.10591689259058541,0
1417093200,0.1043287681107356,0
1417096800,0.11133815359783142,0
1417100400,0.087017965715305,0
1417104000,0.11193675217364962,0
1417107600,0.07611497080364235,0
1417111200,0.1215997439298651,0
1417114800,0.08132055145010358,0
1417118400,0.11453745603008539,0
1417122000,0.07500549565818762,0
1417125600,0.06166588627097679,0
1417129200,0.07497335070020662,0
1417132800,0.07138962046831922,0
1417136400,0.03873862875627332,0
1417140000,0.08193883252302209,0
1417143600,0.04154501314289772,0
1417147200,0.06314431811834961,0
1417150800,0.06274934510543288,0
1417154400,0.053669282075479004,0
1417158000,0.04641104149262165,0
1417161600,0.04905275330729666,0
1417165200,0.024823388183527556,0
1417168800,0.026849208748126616,0
1417172400,0.01918245363956375,0
1417176000,0.0628923520788249,0
1417179600,0.05939204867636928,0
1417183200,0.036369312537864476,0
1417186800,0.0090492822986845,0
1417190400,0.02834672482780616,0
1417194000,0.05267410695347095,0
1417197600,0.017410682371284847,0
1417201200,0.03791746628143107,0
1417204800,0.006635632620547172,0
1417208400,0.03410046059167891,0
1417212000,0.005293360366816199,0
1417215600,0.0,0
1417219200,0.004258892254856789,0
1417222800,0.005477440654569107,0
1417226400,0.004674652347457897,0
1417230000,0.03290681489953043,0
1417233600,0.021652701404229563,0
1417237200,0.01534591816991461,0
1417240800,0.0028835690833387273,0
1417244400,0.004797224539421996,0
1417248000,0.009902287149312863,0
1417251600,0.004935402576078968,0
1417255200,0.017586262442461323,0
1417258800,0.03463417568812405,0
1417262400,0.007973149844556313,0
1417266000,0.0548603318262194,0
1417269600,0.009252516399277544,0
1417273200,0.03196424248876066,0
1417276800,0.07617272905913142,0
